mz;rt;intensity;pcgroup_precursorMZ
269.2245582;744.0434063;48.74416757;34 _ 413.1300027
270.2285229;744.240459;12.71509491;34 _ 413.1300027
273.0626787;744.1259481;47.22919474;34 _ 413.1300027
273.2505485;743.9137348;15.21564012;34 _ 413.1300027
289.2509183;744.3319395;52.54300012;34 _ 413.1300027
293.1216701;744.6934286;45.5195536;34 _ 413.1300027
295.2332996;743.7819273;14.56864088;34 _ 413.1300027
315.1035771;744.3319395;77.35881029;34 _ 413.1300027
316.107234;744.0286305;13.20415078;34 _ 413.1300027
323.0754764;744.6699885;16.22042569;34 _ 413.1300027
325.2503732;744.8966037;16.34154377;34 _ 413.1300027
337.2521206;744.1231659;16.67827157;34 _ 413.1300027
341.0848615;743.8495977;91.78906143;34 _ 413.1300027
357.0813132;744.5892069;26.11433091;34 _ 413.1300027
359.095502;743.934095;68.32158533;34 _ 413.1300027
360.0986532;743.6578849;27.19911298;34 _ 413.1300027
363.2682961;744.939258;19.58530573;34 _ 413.1300027
377.105888;743.9137348;47.49066853;34 _ 413.1300027
378.1101761;744.3319395;13.85323018;34 _ 413.1300027
381.2773065;744.939258;54.1154544;34 _ 413.1300027
395.1172402;744.1231659;39.54868718;34 _ 413.1300027
396.1202564;744.3319395;77.68134456;34 _ 413.1300027
397.1231836;743.34831;19.08359468;34 _ 413.1300027
399.2870301;743.7509387;46.15517947;34 _ 413.1300027
400.291932;744.2275527;29.86261184;34 _ 413.1300027
413.1300027;744.4603013;86.20704175;34 _ 413.1300027
95.083994;744.3112628;36.2402618;34 _ 537.3053592
97.02896834;742.4435691;39.55565709;34 _ 537.3053592
103.0395227;744.6934286;17.11774825;34 _ 537.3053592
105.0181369;744.4475993;58.19566161;34 _ 537.3053592
107.0855117;743.7509387;37.19774766;34 _ 537.3053592
109.02857;744.4475993;79.13540654;34 _ 537.3053592
109.0997536;743.6578849;33.74336115;34 _ 537.3053592
111.0440169;743.9989081;42.04955439;34 _ 537.3053592
119.0852492;743.8863141;29.84373008;34 _ 537.3053592
121.1007992;744.1231659;50.24616451;34 _ 537.3053592
123.1163435;744.6649542;51.42429657;34 _ 537.3053592
127.0383464;743.6658768;48.18500821;34 _ 537.3053592
133.1006104;744.5451155;20.6834735;34 _ 537.3053592
135.1161213;744.0434063;22.91310131;34 _ 537.3053592
147.0633502;745.0398072;19.47628575;34 _ 537.3053592
149.1313897;744.1168357;42.65380516;34 _ 537.3053592
150.1343455;744.7530211;14.80432782;34 _ 537.3053592
159.0303824;744.1259481;88.86707379;34 _ 537.3053592
159.1145952;744.1231659;30.09407287;34 _ 537.3053592
161.1311142;745.3359259;49.19422443;34 _ 537.3053592
162.1355157;745.2357545;17.56863586;34 _ 537.3053592
163.144919;743.6658768;55.14118171;34 _ 537.3053592
164.1463243;745.1268983;14.2381427;34 _ 537.3053592
173.1300652;744.3584478;44.55131016;34 _ 537.3053592
175.1465043;743.6578849;47.07581692;34 _ 537.3053592
177.1605604;743.7418262;36.18452259;34 _ 537.3053592
181.0493187;744.1231659;14.31373196;34 _ 537.3053592
189.0396288;743.934095;72.53532682;34 _ 537.3053592
201.1625628;744.1706391;24.44736099;34 _ 537.3053592
203.1774735;743.4406886;25.75637116;34 _ 537.3053592
213.0392999;744.1231659;94.80022523;34 _ 537.3053592
213.1551126;744.8996243;23.29994965;34 _ 537.3053592
215.1770868;744.0286305;27.85707256;34 _ 537.3053592
216.1806457;744.1639367;32.6172736;34 _ 537.3053592
217.1903408;744.5451155;19.78958891;34 _ 537.3053592
229.1903241;744.4252769;32.61135246;34 _ 537.3053592
237.0744534;743.934095;100;34 _ 537.3053592
243.2055653;744.939258;14.95054361;34 _ 537.3053592
249.0589266;744.1826291;69.57162519;34 _ 537.3053592
250.0655863;744.2985714;18.10391459;34 _ 537.3053592
255.083646;743.4162765;51.14412521;34 _ 537.3053592
257.2221939;744.3965772;15.70207183;34 _ 537.3053592
269.2245582;744.0434063;48.74416757;34 _ 537.3053592
270.2285229;744.240459;12.71509491;34 _ 537.3053592
273.0626787;744.1259481;47.22919474;34 _ 537.3053592
273.2505485;743.9137348;15.21564012;34 _ 537.3053592
289.2509183;744.3319395;52.54300012;34 _ 537.3053592
293.1216701;744.6934286;45.5195536;34 _ 537.3053592
295.2332996;743.7819273;14.56864088;34 _ 537.3053592
315.1035771;744.3319395;77.35881029;34 _ 537.3053592
316.107234;744.0286305;13.20415078;34 _ 537.3053592
323.0754764;744.6699885;16.22042569;34 _ 537.3053592
325.2503732;744.8966037;16.34154377;34 _ 537.3053592
337.2521206;744.1231659;16.67827157;34 _ 537.3053592
341.0848615;743.8495977;91.78906143;34 _ 537.3053592
357.0813132;744.5892069;26.11433091;34 _ 537.3053592
359.095502;743.934095;68.32158533;34 _ 537.3053592
360.0986532;743.6578849;27.19911298;34 _ 537.3053592
363.2682961;744.939258;19.58530573;34 _ 537.3053592
377.105888;743.9137348;47.49066853;34 _ 537.3053592
378.1101761;744.3319395;13.85323018;34 _ 537.3053592
381.2773065;744.939258;54.1154544;34 _ 537.3053592
395.1172402;744.1231659;39.54868718;34 _ 537.3053592
396.1202564;744.3319395;77.68134456;34 _ 537.3053592
397.1231836;743.34831;19.08359468;34 _ 537.3053592
399.2870301;743.7509387;46.15517947;34 _ 537.3053592
400.291932;744.2275527;29.86261184;34 _ 537.3053592
413.1300027;744.4603013;86.20704175;34 _ 537.3053592
417.298551;744.0333187;58.36791684;34 _ 537.3053592
418.3009253;744.0782423;81.4776131;34 _ 537.3053592
435.3090359;744.1306387;20.68187743;34 _ 537.3053592
436.3113322;742.3768397;12.05813971;34 _ 537.3053592
443.0829372;744.9464655;16.99042428;34 _ 537.3053592
461.0929497;744.1876729;31.67916874;34 _ 537.3053592
479.103651;744.3319395;78.29163192;34 _ 537.3053592
497.1155194;744.3319395;55.63933654;34 _ 537.3053592
501.2856919;744.4448554;43.2144637;34 _ 537.3053592
519.2947745;744.2343416;64.41699162;34 _ 537.3053592
520.2986419;743.7469427;15.80668879;34 _ 537.3053592
95.083994;744.3112628;36.2402618;34 _ 643.1724765
97.02896834;742.4435691;39.55565709;34 _ 643.1724765
103.0395227;744.6934286;17.11774825;34 _ 643.1724765
105.0181369;744.4475993;58.19566161;34 _ 643.1724765
107.0855117;743.7509387;37.19774766;34 _ 643.1724765
109.02857;744.4475993;79.13540654;34 _ 643.1724765
109.0997536;743.6578849;33.74336115;34 _ 643.1724765
111.0440169;743.9989081;42.04955439;34 _ 643.1724765
119.0852492;743.8863141;29.84373008;34 _ 643.1724765
121.1007992;744.1231659;50.24616451;34 _ 643.1724765
123.1163435;744.6649542;51.42429657;34 _ 643.1724765
127.0383464;743.6658768;48.18500821;34 _ 643.1724765
133.1006104;744.5451155;20.6834735;34 _ 643.1724765
135.1161213;744.0434063;22.91310131;34 _ 643.1724765
147.0633502;745.0398072;19.47628575;34 _ 643.1724765
149.1313897;744.1168357;42.65380516;34 _ 643.1724765
150.1343455;744.7530211;14.80432782;34 _ 643.1724765
159.0303824;744.1259481;88.86707379;34 _ 643.1724765
159.1145952;744.1231659;30.09407287;34 _ 643.1724765
161.1311142;745.3359259;49.19422443;34 _ 643.1724765
162.1355157;745.2357545;17.56863586;34 _ 643.1724765
163.144919;743.6658768;55.14118171;34 _ 643.1724765
164.1463243;745.1268983;14.2381427;34 _ 643.1724765
173.1300652;744.3584478;44.55131016;34 _ 643.1724765
175.1465043;743.6578849;47.07581692;34 _ 643.1724765
177.1605604;743.7418262;36.18452259;34 _ 643.1724765
181.0493187;744.1231659;14.31373196;34 _ 643.1724765
189.0396288;743.934095;72.53532682;34 _ 643.1724765
201.1625628;744.1706391;24.44736099;34 _ 643.1724765
203.1774735;743.4406886;25.75637116;34 _ 643.1724765
213.0392999;744.1231659;94.80022523;34 _ 643.1724765
213.1551126;744.8996243;23.29994965;34 _ 643.1724765
215.1770868;744.0286305;27.85707256;34 _ 643.1724765
216.1806457;744.1639367;32.6172736;34 _ 643.1724765
217.1903408;744.5451155;19.78958891;34 _ 643.1724765
229.1903241;744.4252769;32.61135246;34 _ 643.1724765
237.0744534;743.934095;100;34 _ 643.1724765
243.2055653;744.939258;14.95054361;34 _ 643.1724765
249.0589266;744.1826291;69.57162519;34 _ 643.1724765
250.0655863;744.2985714;18.10391459;34 _ 643.1724765
255.083646;743.4162765;51.14412521;34 _ 643.1724765
257.2221939;744.3965772;15.70207183;34 _ 643.1724765
269.2245582;744.0434063;48.74416757;34 _ 643.1724765
270.2285229;744.240459;12.71509491;34 _ 643.1724765
273.0626787;744.1259481;47.22919474;34 _ 643.1724765
273.2505485;743.9137348;15.21564012;34 _ 643.1724765
289.2509183;744.3319395;52.54300012;34 _ 643.1724765
293.1216701;744.6934286;45.5195536;34 _ 643.1724765
295.2332996;743.7819273;14.56864088;34 _ 643.1724765
315.1035771;744.3319395;77.35881029;34 _ 643.1724765
316.107234;744.0286305;13.20415078;34 _ 643.1724765
323.0754764;744.6699885;16.22042569;34 _ 643.1724765
325.2503732;744.8966037;16.34154377;34 _ 643.1724765
337.2521206;744.1231659;16.67827157;34 _ 643.1724765
341.0848615;743.8495977;91.78906143;34 _ 643.1724765
357.0813132;744.5892069;26.11433091;34 _ 643.1724765
359.095502;743.934095;68.32158533;34 _ 643.1724765
360.0986532;743.6578849;27.19911298;34 _ 643.1724765
363.2682961;744.939258;19.58530573;34 _ 643.1724765
377.105888;743.9137348;47.49066853;34 _ 643.1724765
378.1101761;744.3319395;13.85323018;34 _ 643.1724765
381.2773065;744.939258;54.1154544;34 _ 643.1724765
395.1172402;744.1231659;39.54868718;34 _ 643.1724765
396.1202564;744.3319395;77.68134456;34 _ 643.1724765
397.1231836;743.34831;19.08359468;34 _ 643.1724765
399.2870301;743.7509387;46.15517947;34 _ 643.1724765
400.291932;744.2275527;29.86261184;34 _ 643.1724765
413.1300027;744.4603013;86.20704175;34 _ 643.1724765
417.298551;744.0333187;58.36791684;34 _ 643.1724765
418.3009253;744.0782423;81.4776131;34 _ 643.1724765
435.3090359;744.1306387;20.68187743;34 _ 643.1724765
436.3113322;742.3768397;12.05813971;34 _ 643.1724765
443.0829372;744.9464655;16.99042428;34 _ 643.1724765
461.0929497;744.1876729;31.67916874;34 _ 643.1724765
479.103651;744.3319395;78.29163192;34 _ 643.1724765
497.1155194;744.3319395;55.63933654;34 _ 643.1724765
501.2856919;744.4448554;43.2144637;34 _ 643.1724765
519.2947745;744.2343416;64.41699162;34 _ 643.1724765
520.2986419;743.7469427;15.80668879;34 _ 643.1724765
538.3084286;745.1313748;29.54939587;34 _ 643.1724765
541.1767337;744.6649542;35.9656279;34 _ 643.1724765
541.4748256;744.6649542;22.9945741;34 _ 643.1724765
554.3300267;743.8748677;21.489395;34 _ 643.1724765
559.2857286;743.7999859;32.87183354;34 _ 643.1724765
589.1416228;743.6658768;20.98052991;34 _ 643.1724765
607.1477014;742.848236;18.1080079;34 _ 643.1724765
607.1514424;744.3961204;30.78185808;34 _ 643.1724765
625.1623123;744.0333187;35.10902022;34 _ 643.1724765
629.3292724;744.0434063;22.58383016;34 _ 643.1724765
643.1724765;743.9137348;47.52378571;34 _ 643.1724765
95.083994;744.3112628;36.2402618;34 _ 662.1882854
97.02896834;742.4435691;39.55565709;34 _ 662.1882854
103.0395227;744.6934286;17.11774825;34 _ 662.1882854
105.0181369;744.4475993;58.19566161;34 _ 662.1882854
107.0855117;743.7509387;37.19774766;34 _ 662.1882854
109.02857;744.4475993;79.13540654;34 _ 662.1882854
109.0997536;743.6578849;33.74336115;34 _ 662.1882854
111.0440169;743.9989081;42.04955439;34 _ 662.1882854
119.0852492;743.8863141;29.84373008;34 _ 662.1882854
121.1007992;744.1231659;50.24616451;34 _ 662.1882854
123.1163435;744.6649542;51.42429657;34 _ 662.1882854
127.0383464;743.6658768;48.18500821;34 _ 662.1882854
133.1006104;744.5451155;20.6834735;34 _ 662.1882854
135.1161213;744.0434063;22.91310131;34 _ 662.1882854
147.0633502;745.0398072;19.47628575;34 _ 662.1882854
149.1313897;744.1168357;42.65380516;34 _ 662.1882854
150.1343455;744.7530211;14.80432782;34 _ 662.1882854
159.0303824;744.1259481;88.86707379;34 _ 662.1882854
159.1145952;744.1231659;30.09407287;34 _ 662.1882854
161.1311142;745.3359259;49.19422443;34 _ 662.1882854
162.1355157;745.2357545;17.56863586;34 _ 662.1882854
163.144919;743.6658768;55.14118171;34 _ 662.1882854
164.1463243;745.1268983;14.2381427;34 _ 662.1882854
173.1300652;744.3584478;44.55131016;34 _ 662.1882854
175.1465043;743.6578849;47.07581692;34 _ 662.1882854
177.1605604;743.7418262;36.18452259;34 _ 662.1882854
181.0493187;744.1231659;14.31373196;34 _ 662.1882854
189.0396288;743.934095;72.53532682;34 _ 662.1882854
201.1625628;744.1706391;24.44736099;34 _ 662.1882854
203.1774735;743.4406886;25.75637116;34 _ 662.1882854
213.0392999;744.1231659;94.80022523;34 _ 662.1882854
213.1551126;744.8996243;23.29994965;34 _ 662.1882854
215.1770868;744.0286305;27.85707256;34 _ 662.1882854
216.1806457;744.1639367;32.6172736;34 _ 662.1882854
217.1903408;744.5451155;19.78958891;34 _ 662.1882854
229.1903241;744.4252769;32.61135246;34 _ 662.1882854
237.0744534;743.934095;100;34 _ 662.1882854
243.2055653;744.939258;14.95054361;34 _ 662.1882854
249.0589266;744.1826291;69.57162519;34 _ 662.1882854
250.0655863;744.2985714;18.10391459;34 _ 662.1882854
255.083646;743.4162765;51.14412521;34 _ 662.1882854
257.2221939;744.3965772;15.70207183;34 _ 662.1882854
269.2245582;744.0434063;48.74416757;34 _ 662.1882854
270.2285229;744.240459;12.71509491;34 _ 662.1882854
273.0626787;744.1259481;47.22919474;34 _ 662.1882854
273.2505485;743.9137348;15.21564012;34 _ 662.1882854
289.2509183;744.3319395;52.54300012;34 _ 662.1882854
293.1216701;744.6934286;45.5195536;34 _ 662.1882854
295.2332996;743.7819273;14.56864088;34 _ 662.1882854
315.1035771;744.3319395;77.35881029;34 _ 662.1882854
316.107234;744.0286305;13.20415078;34 _ 662.1882854
323.0754764;744.6699885;16.22042569;34 _ 662.1882854
325.2503732;744.8966037;16.34154377;34 _ 662.1882854
337.2521206;744.1231659;16.67827157;34 _ 662.1882854
341.0848615;743.8495977;91.78906143;34 _ 662.1882854
357.0813132;744.5892069;26.11433091;34 _ 662.1882854
359.095502;743.934095;68.32158533;34 _ 662.1882854
360.0986532;743.6578849;27.19911298;34 _ 662.1882854
363.2682961;744.939258;19.58530573;34 _ 662.1882854
377.105888;743.9137348;47.49066853;34 _ 662.1882854
378.1101761;744.3319395;13.85323018;34 _ 662.1882854
381.2773065;744.939258;54.1154544;34 _ 662.1882854
395.1172402;744.1231659;39.54868718;34 _ 662.1882854
396.1202564;744.3319395;77.68134456;34 _ 662.1882854
397.1231836;743.34831;19.08359468;34 _ 662.1882854
399.2870301;743.7509387;46.15517947;34 _ 662.1882854
400.291932;744.2275527;29.86261184;34 _ 662.1882854
413.1300027;744.4603013;86.20704175;34 _ 662.1882854
417.298551;744.0333187;58.36791684;34 _ 662.1882854
418.3009253;744.0782423;81.4776131;34 _ 662.1882854
435.3090359;744.1306387;20.68187743;34 _ 662.1882854
436.3113322;742.3768397;12.05813971;34 _ 662.1882854
443.0829372;744.9464655;16.99042428;34 _ 662.1882854
461.0929497;744.1876729;31.67916874;34 _ 662.1882854
479.103651;744.3319395;78.29163192;34 _ 662.1882854
497.1155194;744.3319395;55.63933654;34 _ 662.1882854
501.2856919;744.4448554;43.2144637;34 _ 662.1882854
519.2947745;744.2343416;64.41699162;34 _ 662.1882854
520.2986419;743.7469427;15.80668879;34 _ 662.1882854
538.3084286;745.1313748;29.54939587;34 _ 662.1882854
541.1767337;744.6649542;35.9656279;34 _ 662.1882854
541.4748256;744.6649542;22.9945741;34 _ 662.1882854
554.3300267;743.8748677;30.42728014;34 _ 662.1882854
559.2857286;743.7999859;32.87183354;34 _ 662.1882854
589.1416228;743.6658768;20.98052991;34 _ 662.1882854
607.1477014;742.848236;18.1080079;34 _ 662.1882854
607.1514424;744.3961204;30.78185808;34 _ 662.1882854
625.1623123;744.0333187;35.10902022;34 _ 662.1882854
629.3292724;744.0434063;22.58383016;34 _ 662.1882854
643.1724765;743.9137348;47.52378571;34 _ 662.1882854
647.3437252;744.3319395;42.38162301;34 _ 662.1882854
95.083994;744.3112628;15.61887902;34 _ 683.3648479
97.02896834;742.4435691;17.04775274;34 _ 683.3648479
103.0395227;744.6934286;7.377431224;34 _ 683.3648479
105.0181369;744.4475993;44.10602289;34 _ 683.3648479
107.0855117;743.7509387;20.43290436;34 _ 683.3648479
109.02857;744.4475993;35.31401437;34 _ 683.3648479
109.0997536;743.6578849;14.54276126;34 _ 683.3648479
111.0440169;743.9989081;18.12257611;34 _ 683.3648479
119.0852492;743.8863141;12.86209278;34 _ 683.3648479
121.1007992;744.1231659;21.65516267;34 _ 683.3648479
123.1163435;744.6649542;22.16291569;34 _ 683.3648479
127.0383464;743.6658768;38.76671875;34 _ 683.3648479
133.1006104;744.5451155;8.914192508;34 _ 683.3648479
135.1161213;744.0434063;16.6449281;34 _ 683.3648479
145.0508618;744.0333187;27.88681934;34 _ 683.3648479
147.0633502;745.0398072;22.43242182;34 _ 683.3648479
149.1313897;744.1168357;30.81505926;34 _ 683.3648479
150.1343455;744.7530211;6.380390033;34 _ 683.3648479
159.0303824;744.1259481;38.30005649;34 _ 683.3648479
159.1145952;744.1231659;27.12884843;34 _ 683.3648479
161.1311142;745.3359259;40.11009528;34 _ 683.3648479
162.1355157;745.2357545;7.5717554;34 _ 683.3648479
163.144919;743.6658768;23.76482407;34 _ 683.3648479
164.1463243;745.1268983;6.136374771;34 _ 683.3648479
173.1300652;744.3584478;19.20078633;34 _ 683.3648479
175.1465043;743.6578849;20.28880181;34 _ 683.3648479
177.1605604;743.7418262;15.59485646;34 _ 683.3648479
181.0493187;744.1231659;6.168952337;34 _ 683.3648479
189.0396288;743.934095;31.26137721;34 _ 683.3648479
201.1625628;744.1706391;13.83016423;34 _ 683.3648479
203.1774735;743.4406886;11.10051708;34 _ 683.3648479
213.0392999;744.1231659;40.85713444;34 _ 683.3648479
213.1551126;744.8996243;10.04184508;34 _ 683.3648479
215.1770868;744.0286305;42.53619966;34 _ 683.3648479
216.1806457;744.1639367;14.05743847;34 _ 683.3648479
217.1903408;744.5451155;8.528944872;34 _ 683.3648479
229.1903241;744.4252769;14.05488657;34 _ 683.3648479
231.0498968;744.0383625;73.1311449;34 _ 683.3648479
237.0744534;743.934095;43.09814069;34 _ 683.3648479
243.2055653;744.939258;6.443406321;34 _ 683.3648479
249.0589266;744.1826291;67.19899271;34 _ 683.3648479
250.0655863;744.2985714;7.802450582;34 _ 683.3648479
255.083646;743.4162765;22.04216704;34 _ 683.3648479
257.2221939;744.3965772;6.76730101;34 _ 683.3648479
269.2245582;744.0434063;21.00782992;34 _ 683.3648479
270.2285229;744.240459;5.479969495;34 _ 683.3648479
272.2435038;743.9397034;48.26392824;34 _ 683.3648479
273.0626787;744.1259481;20.3549048;34 _ 683.3648479
273.2505485;743.9137348;6.557657987;34 _ 683.3648479
289.2509183;744.3319395;22.64505611;34 _ 683.3648479
293.1216701;744.6934286;19.61808125;34 _ 683.3648479
295.2332996;743.7819273;6.278813343;34 _ 683.3648479
315.1035771;744.3319395;33.3402089;34 _ 683.3648479
316.107234;744.0286305;5.690743479;34 _ 683.3648479
323.0754764;744.6699885;6.990701885;34 _ 683.3648479
325.2503732;744.8966037;7.042901527;34 _ 683.3648479
337.2521206;744.1231659;7.188024946;34 _ 683.3648479
341.0848615;743.8495977;39.55937884;34 _ 683.3648479
357.0813132;744.5892069;11.25479107;34 _ 683.3648479
359.095502;743.934095;53.28807023;34 _ 683.3648479
360.0986532;743.6578849;11.72231198;34 _ 683.3648479
363.2682961;744.939258;8.440902619;34 _ 683.3648479
377.105888;743.9137348;53.10336658;34 _ 683.3648479
378.1101761;744.3319395;5.970484635;34 _ 683.3648479
381.2773065;744.939258;23.32275467;34 _ 683.3648479
395.1172402;744.1231659;100;34 _ 683.3648479
396.1202564;744.3319395;33.47921517;34 _ 683.3648479
397.1231836;743.34831;8.224674484;34 _ 683.3648479
399.2870301;743.7509387;22.68144912;34 _ 683.3648479
400.291932;744.2275527;12.87023047;34 _ 683.3648479
413.1300027;744.4603013;37.15363214;34 _ 683.3648479
417.298551;744.0333187;78.10428008;34 _ 683.3648479
418.3009253;744.0782423;35.11533633;34 _ 683.3648479
435.1092128;743.4423081;63.70286722;34 _ 683.3648479
435.3090359;744.1306387;8.913504632;34 _ 683.3648479
436.1120084;743.4423081;11.61022852;34 _ 683.3648479
436.3113322;742.3768397;5.196834019;34 _ 683.3648479
443.0829372;744.9464655;7.322556962;34 _ 683.3648479
461.0929497;744.1876729;13.65313271;34 _ 683.3648479
479.103651;744.3319395;33.74223768;34 _ 683.3648479
497.1155194;744.3319395;23.97951954;34 _ 683.3648479
501.2856919;744.4448554;18.62463036;34 _ 683.3648479
519.2947745;744.2343416;31.99752014;34 _ 683.3648479
520.2986419;743.7469427;6.812388975;34 _ 683.3648479
538.3084286;745.1313748;12.73524021;34 _ 683.3648479
541.1767337;744.6649542;15.50051691;34 _ 683.3648479
541.4748256;744.6649542;9.910233898;34 _ 683.3648479
554.3300267;743.8748677;13.113592;34 _ 683.3648479
559.2857286;743.7999859;63.91751812;34 _ 683.3648479
560.2898409;743.4127108;22.39043195;34 _ 683.3648479
561.2640139;742.4700258;11.41095774;34 _ 683.3648479
577.2988429;743.8407746;8.753068956;34 _ 683.3648479
589.1416228;743.6658768;9.042218301;34 _ 683.3648479
607.1477014;742.848236;7.804214719;34 _ 683.3648479
607.1514424;744.3961204;13.2664085;34 _ 683.3648479
625.1623123;744.0333187;15.13133493;34 _ 683.3648479
629.3292724;744.0434063;9.733210894;34 _ 683.3648479
643.1724765;743.9137348;20.48186803;34 _ 683.3648479
647.3437252;744.3319395;18.26569151;34 _ 683.3648479
665.3533405;743.8360006;32.68015311;34 _ 683.3648479
666.3607709;743.6658768;9.554408886;34 _ 683.3648479
683.3648479;743.435041;35.0222054;34 _ 683.3648479
95.083994;744.3112628;36.2402618;34 _ 913.4123816
97.02896834;742.4435691;39.55565709;34 _ 913.4123816
103.0395227;744.6934286;17.11774825;34 _ 913.4123816
105.0181369;744.4475993;58.19566161;34 _ 913.4123816
107.0855117;743.7509387;37.19774766;34 _ 913.4123816
109.02857;744.4475993;79.13540654;34 _ 913.4123816
109.0997536;743.6578849;33.74336115;34 _ 913.4123816
111.0440169;743.9989081;42.04955439;34 _ 913.4123816
119.0852492;743.8863141;29.84373008;34 _ 913.4123816
121.1007992;744.1231659;50.24616451;34 _ 913.4123816
123.1163435;744.6649542;51.42429657;34 _ 913.4123816
127.0383464;743.6658768;48.18500821;34 _ 913.4123816
133.1006104;744.5451155;20.6834735;34 _ 913.4123816
135.1161213;744.0434063;22.91310131;34 _ 913.4123816
147.0633502;745.0398072;19.47628575;34 _ 913.4123816
149.1313897;744.1168357;42.65380516;34 _ 913.4123816
150.1343455;744.7530211;14.80432782;34 _ 913.4123816
159.0303824;744.1259481;88.86707379;34 _ 913.4123816
159.1145952;744.1231659;30.09407287;34 _ 913.4123816
161.1311142;745.3359259;49.19422443;34 _ 913.4123816
162.1355157;745.2357545;17.56863586;34 _ 913.4123816
163.144919;743.6658768;55.14118171;34 _ 913.4123816
164.1463243;745.1268983;14.2381427;34 _ 913.4123816
173.1300652;744.3584478;44.55131016;34 _ 913.4123816
175.1465043;743.6578849;47.07581692;34 _ 913.4123816
177.1605604;743.7418262;36.18452259;34 _ 913.4123816
181.0493187;744.1231659;14.31373196;34 _ 913.4123816
189.0396288;743.934095;72.53532682;34 _ 913.4123816
201.1625628;744.1706391;24.44736099;34 _ 913.4123816
203.1774735;743.4406886;25.75637116;34 _ 913.4123816
213.0392999;744.1231659;94.80022523;34 _ 913.4123816
213.1551126;744.8996243;23.29994965;34 _ 913.4123816
215.1770868;744.0286305;27.85707256;34 _ 913.4123816
216.1806457;744.1639367;32.6172736;34 _ 913.4123816
217.1903408;744.5451155;19.78958891;34 _ 913.4123816
229.1903241;744.4252769;32.61135246;34 _ 913.4123816
237.0744534;743.934095;100;34 _ 913.4123816
243.2055653;744.939258;14.95054361;34 _ 913.4123816
249.0589266;744.1826291;69.57162519;34 _ 913.4123816
250.0655863;744.2985714;18.10391459;34 _ 913.4123816
255.083646;743.4162765;51.14412521;34 _ 913.4123816
257.2221939;744.3965772;15.70207183;34 _ 913.4123816
269.2245582;744.0434063;48.74416757;34 _ 913.4123816
270.2285229;744.240459;12.71509491;34 _ 913.4123816
273.0626787;744.1259481;47.22919474;34 _ 913.4123816
273.2505485;743.9137348;15.21564012;34 _ 913.4123816
289.2509183;744.3319395;52.54300012;34 _ 913.4123816
293.1216701;744.6934286;45.5195536;34 _ 913.4123816
295.2332996;743.7819273;14.56864088;34 _ 913.4123816
315.1035771;744.3319395;77.35881029;34 _ 913.4123816
316.107234;744.0286305;13.20415078;34 _ 913.4123816
323.0754764;744.6699885;16.22042569;34 _ 913.4123816
325.2503732;744.8966037;16.34154377;34 _ 913.4123816
337.2521206;744.1231659;16.67827157;34 _ 913.4123816
341.0848615;743.8495977;91.78906143;34 _ 913.4123816
357.0813132;744.5892069;26.11433091;34 _ 913.4123816
359.095502;743.934095;68.32158533;34 _ 913.4123816
360.0986532;743.6578849;27.19911298;34 _ 913.4123816
363.2682961;744.939258;19.58530573;34 _ 913.4123816
377.105888;743.9137348;47.49066853;34 _ 913.4123816
378.1101761;744.3319395;13.85323018;34 _ 913.4123816
381.2773065;744.939258;54.1154544;34 _ 913.4123816
395.1172402;744.1231659;39.54868718;34 _ 913.4123816
396.1202564;744.3319395;77.68134456;34 _ 913.4123816
397.1231836;743.34831;19.08359468;34 _ 913.4123816
399.2870301;743.7509387;46.15517947;34 _ 913.4123816
400.291932;744.2275527;29.86261184;34 _ 913.4123816
413.1300027;744.4603013;86.20704175;34 _ 913.4123816
417.298551;744.0333187;58.36791684;34 _ 913.4123816
418.3009253;744.0782423;81.4776131;34 _ 913.4123816
435.3090359;744.1306387;20.68187743;34 _ 913.4123816
436.3113322;742.3768397;12.05813971;34 _ 913.4123816
443.0829372;744.9464655;16.99042428;34 _ 913.4123816
461.0929497;744.1876729;31.67916874;34 _ 913.4123816
479.103651;744.3319395;78.29163192;34 _ 913.4123816
497.1155194;744.3319395;55.63933654;34 _ 913.4123816
501.2856919;744.4448554;43.2144637;34 _ 913.4123816
519.2947745;744.2343416;64.41699162;34 _ 913.4123816
520.2986419;743.7469427;15.80668879;34 _ 913.4123816
538.3084286;745.1313748;29.54939587;34 _ 913.4123816
541.1767337;744.6649542;35.9656279;34 _ 913.4123816
541.4748256;744.6649542;22.9945741;34 _ 913.4123816
554.3300267;743.8748677;30.42728014;34 _ 913.4123816
559.2857286;743.7999859;32.87183354;34 _ 913.4123816
589.1416228;743.6658768;20.98052991;34 _ 913.4123816
607.1477014;742.848236;18.1080079;34 _ 913.4123816
607.1514424;744.3961204;30.78185808;34 _ 913.4123816
625.1623123;744.0333187;35.10902022;34 _ 913.4123816
629.3292724;744.0434063;22.58383016;34 _ 913.4123816
643.1724765;743.9137348;47.52378571;34 _ 913.4123816
647.3437252;744.3319395;42.38162301;34 _ 913.4123816
665.3533405;743.8360006;75.82729229;34 _ 913.4123816
666.3607709;743.6658768;22.16895841;34 _ 913.4123816
683.3648479;743.435041;25.310962;34 _ 913.4123816
684.367177;743.9137348;32.90694742;34 _ 913.4123816
807.5431293;744.6674713;21.09632636;34 _ 913.4123816
829.4270168;744.8981136;19.85719553;34 _ 913.4123816
95.083994;744.3112628;36.2402618;34 _ 949.434021
